name_key,state,lat,lng
bristol,WI,42.5323,-88.0091
bristol,CT,41.6816,-72.9407
bristol,VA,36.6170,-82.1576
bristol,TX,32.4448,-96.5677
bristol,IN,41.7166,-85.8251
bristol,NH,43.6034,-71.7342
bristol,VT,44.1377,-73.0913
bristol,GA,31.4517,-82.2148
bristol,PA,40.1028,-74.8523
bristol,FL,30.4255,-84.9773
bristol,SD,45.3439,-97.7449
bristow,OK,35.8336,-96.3944
bristow,IA,42.7738,-92.9079
bristow,NE,42.8408,-98.5833
bristow cove,AL,34.1092,-86.2410
britt,IA,43.0984,-93.8031
brittany farms-the highlands,PA,40.2685,-75.2166
britton,MI,41.9877,-83.8305
britton,SD,45.7924,-97.7529
broad brook,CT,41.9112,-72.5411
broad creek,NC,34.7341,-76.9190
broad top,PA,40.2012,-78.1406
broadalbin,NY,43.0555,-74.1954
broaddus,TX,31.3050,-94.2700
broadland,SD,44.4938,-98.3466
broadlands,VA,39.0136,-77.5170
broadlands,IL,39.9087,-87.9971
broadmoor,CA,37.6915,-122.4813
broadus,MT,45.4431,-105.4083
broadview,NM,35.2257,-107.8761
broadview,IL,41.8584,-87.8562
broadview,MT,46.0988,-108.8789
broadview heights,OH,41.3182,-81.6793
broadview park,FL,26.0987,-80.2085
broadwater,NE,41.5980,-102.8525
broadway,VA,38.6085,-78.8014
broadway,NC,35.4573,-79.0572
broadway,NJ,40.7356,-75.0495
broadwell,IL,40.0669,-89.4428
brock,NE,40.4805,-95.9601
brock hall,MD,38.8559,-76.7424
brocket,ND,48.2108,-98.3554
brockport,NY,43.2133,-77.9408
brockton,MA,42.0825,-71.0246
brockton,MT,48.1559,-104.9030
brockton,PA,40.7508,-76.0676
brockway,PA,41.2471,-78.7924
brockway,MT,47.2992,-105.7644
brocton,NY,42.3897,-79.4428
brocton,IL,39.7154,-87.9336
brodhead,WI,42.6168,-89.3756
brodhead,KY,37.4065,-84.4166
brodheadsville,PA,40.9284,-75.4019
brodnax,VA,36.7030,-78.0319
broeck pointe,KY,38.2959,-85.5851
brogan,OR,44.2475,-117.5187
brogden,NC,35.2956,-78.0294
broken arrow,OK,36.0365,-95.7810
broken bow,OK,34.0289,-94.7414
broken bow,NE,41.4052,-99.6408
bromide,OK,34.4183,-96.4948
bromley,KY,39.0777,-84.5613
bronaugh,MO,37.6937,-94.4686
bronson,FL,29.4491,-82.6385
bronson,MI,41.8721,-85.1908
bronson,KS,37.8958,-95.0731
bronson,IA,42.4090,-96.2105
bronte,TX,31.8861,-100.2951
bronwood,GA,31.8305,-84.3643
bronxville,NY,40.9395,-73.8264
brook,IN,40.8661,-87.3657
brook forest,CO,39.5739,-105.3944
brook highland,AL,33.4380,-86.6853
brook park,OH,41.4043,-81.8203
brook park,MN,45.9484,-93.0728
brookdale,CA,37.1057,-122.1106
brookdale,SC,33.5208,-80.8384
brookdale,NJ,40.8343,-74.1798
brooker,FL,29.8876,-82.3327
brookeville,MD,39.1825,-77.0597
brookfield,WI,43.0643,-88.1178
brookfield,MO,39.7853,-93.0780
brookfield,IL,41.8251,-87.8475
brookfield,MA,42.2150,-72.1027
brookfield,NJ,40.8150,-75.0718
brookfield center,OH,41.2384,-80.5547
brookfield center,CT,41.4624,-73.3875
brookford,NC,35.7031,-81.3445
brookhaven,MS,31.5806,-90.4434
brookhaven,GA,33.8631,-84.3375
brookhaven,WV,39.6062,-79.8829
brookhaven,NY,40.7767,-72.9078
brookhaven,PA,39.8711,-75.3913
brookhurst,WY,42.8610,-106.2288
brookings,SD,44.3034,-96.7873
brookings,OR,42.0724,-124.3049
brookland,AR,35.8971,-90.5717
brooklawn,NJ,39.8794,-75.1204
brooklet,GA,32.3891,-81.6700
brookline,MA,42.3239,-71.1420
brooklyn,OH,41.4347,-81.7492
brooklyn,IA,41.7321,-92.4450
brooklyn,WI,42.8496,-89.3764
brooklyn,CT,41.7897,-71.9548
brooklyn,MI,42.1055,-84.2488
brooklyn,IN,39.5445,-86.3699
brooklyn,IL,38.6542,-90.1679
brooklyn center,MN,45.0680,-93.3178
brooklyn heights,OH,41.4199,-81.6653
brooklyn heights,MO,37.1694,-94.3855
brooklyn park,MN,45.1109,-93.3491
brooklyn park,MD,39.2195,-76.6209
brookmont,MD,38.9538,-77.1290
brookneal,VA,37.0479,-78.9539
brookport,IL,37.1258,-88.6260
brookridge,FL,28.5481,-82.4900
brooks,GA,33.2933,-84.4514
brooks,CA,38.7369,-122.1468
brooks,KY,38.0665,-85.7165
brooks,MN,47.8165,-96.0035
brooks,OR,45.0509,-122.9574
brooks,MT,47.2053,-109.4211
brooks mill,PA,40.3738,-78.4234
brooksburg,IN,38.7359,-85.2453
brookshire,TX,29.7824,-95.9514
brookside,AL,33.6346,-86.9063
brookside,DE,39.6662,-75.7066
brookside,NJ,40.7946,-74.5640
brookside,TX,29.5908,-95.3180
brookside,CO,38.4135,-105.1909
brookside,OH,40.0709,-80.7608
brookston,TX,33.6235,-95.7001
brookston,IN,40.6009,-86.8664
brookston,MN,46.8651,-92.6017
brooksville,FL,28.5166,-82.4047
brooksville,OK,35.2097,-96.9611
brooksville,MS,33.2367,-88.5781
brooksville,KY,38.6794,-84.0653
brooktondale,NY,42.3820,-76.3970
brooktrails,CA,39.4433,-123.3938
brooktree park,ND,47.0039,-96.8957
brookview,MD,38.5740,-75.7930
brookville,OH,39.8390,-84.4163
brookville,NY,40.8079,-73.5701
brookville,PA,41.1617,-79.0827
brookville,IN,39.4233,-85.0102
brookville,KS,38.7736,-97.8645
brookwood,AL,33.2398,-87.3315
broomall,PA,39.9688,-75.3541
broomes island,MD,38.4114,-76.5488
broomfield,CO,39.9536,-105.0508
broomtown,AL,34.3657,-85.5321
brooten,MN,45.5001,-95.1157
broseley,MO,36.6754,-90.2441
brothertown,WI,43.9750,-88.3175
broughton,IL,37.9339,-88.4624
broughton,OH,41.0880,-84.5350
broussard,LA,30.1374,-91.9558
browerville,MN,46.0805,-94.8646
brown,MI,43.2115,-82.9884
brown deer,WI,43.1743,-87.9750
brown station,MD,38.8553,-76.7971
browndale,PA,41.6549,-75.4557
browndell,TX,31.1254,-93.9801
brownell,KS,38.6406,-99.7443
brownfield,TX,33.1755,-102.2734
brownfields,LA,30.5434,-91.1241
browning,MO,40.0349,-93.1603
browning,IL,40.1270,-90.3730
browning,MT,48.5564,-113.0151
brownington,MO,38.2444,-93.7227
brownlee,NE,42.2892,-100.6242
brownlee park,MI,42.3283,-85.1337
browns,IL,38.3775,-87.9832
browns crossing,IN,39.4068,-86.5018
browns lake,WI,42.6895,-88.2377
browns mills,NJ,39.9731,-74.5692
browns point,WA,47.3038,-122.4367
browns valley,MN,45.5947,-96.8327
brownsboro,TX,32.2984,-95.6130
brownsboro,KY,38.2629,-85.6659
brownsboro farm,KY,38.3036,-85.5930
brownsburg,IN,39.8344,-86.3857
brownsdale,FL,30.8942,-87.2150
brownsdale,MN,43.7405,-92.8683
brownstown,PA,40.1271,-76.2182
brownstown,IN,38.8791,-86.0477
brownstown,IL,38.9942,-88.9553
brownsville,TX,25.9957,-97.4508
brownsville,TN,35.5890,-89.2579
brownsville,LA,32.4883,-92.1618
brownsville,KY,37.1949,-86.2653
brownsville,FL,25.8216,-80.2418
brownsville,MN,43.7011,-91.2880
brownsville,OR,44.3922,-122.9833
brownsville,PA,40.0189,-79.8900
brownsville,OH,39.9412,-82.2492
brownsville,WI,43.6146,-88.4952
brownsville,MD,39.3782,-77.6616
brownsville,IN,39.6648,-85.0034
brownton,MN,44.7325,-94.3509
browntown,SC,34.2053,-80.3160
browntown,WI,42.5788,-89.7894
browntown,PA,41.3139,-75.7827
brownville,NJ,40.3996,-74.2933
brownville,NE,40.3976,-95.6611
brownville,NY,44.0053,-75.9831
brownville junction,ME,45.3487,-69.0561
brownwood,TX,31.7129,-98.9771
broxton,GA,31.6251,-82.8875
bruce,MS,33.9909,-89.3455
bruce,WI,45.4635,-91.2793
bruce,SD,44.4378,-96.8906
bruce crossing,MI,46.5394,-89.1779
bruceton,TN,36.0349,-88.2466
bruceton mills,WV,39.6594,-79.6406
brucetown,VA,39.2507,-78.0609
bruceville,IN,38.7580,-87.4154
bruceville-eddy,TX,31.3080,-97.2574
bruin,PA,41.0544,-79.7273
brule,WI,46.5584,-91.5709
brule,NE,41.0947,-101.8885
brumley,MO,38.0880,-92.4845
brundage,TX,28.5740,-99.6701
brundidge,AL,31.7176,-85.8175
bruneau,ID,42.8728,-115.7952
brunersburg,OH,41.3075,-84.3919
bruni,TX,27.4282,-98.8322
bruning,NE,40.3352,-97.5656
bruno,WV,37.6909,-81.8790
bruno,MN,46.2810,-92.6681
bruno,NE,41.2830,-96.9609
brunson,SC,32.9243,-81.1886
brunsville,IA,42.8110,-96.2664
brunswick,ME,43.8875,-69.9426
brunswick,GA,31.1361,-81.4669
brunswick,OH,41.2458,-81.8166
brunswick,MD,39.3180,-77.6253
brunswick,MO,39.4272,-93.1272
brunswick,NC,34.2788,-78.7177
brunswick,NE,42.3377,-97.9718
brush,CO,40.2593,-103.6363
brush creek,OK,36.4165,-94.7839
brush fork,WV,37.2773,-81.2392
brush prairie,WA,45.7250,-122.5483
brushton,NY,44.8307,-74.5119
brushy,OK,35.5616,-94.7475
brushy creek,TX,30.5128,-97.7394
brusly,LA,30.3942,-91.2516
brussels,IL,38.9485,-90.5890
brutus,MI,45.4944,-84.7818
bryan,TX,30.6660,-96.3810
bryan,OH,41.4703,-84.5481
bryans road,MD,38.6044,-77.0923
bryant,AR,34.6151,-92.4913
bryant,WA,48.2465,-122.1781
bryant,SD,44.5899,-97.4673
bryant,IN,40.5358,-84.9633
bryant,IL,40.4654,-90.0949
bryant,OK,35.3923,-96.0623
bryantown,MD,38.5488,-76.8422
bryce,AZ,32.9258,-109.8231
bryce canyon,UT,37.6820,-112.1616
bryceland,LA,32.4450,-92.9901
bryn athyn,PA,40.1411,-75.0674
bryn mawr,PA,40.0208,-75.3162
bryn mawr-skyway,WA,47.4950,-122.2406
bryson,NC,35.4266,-83.4473
bryson,TX,33.1656,-98.3888
buccaneer bay,NE,41.0492,-95.9662
buchanan,MI,41.8283,-86.3660
buchanan,VA,37.5209,-79.6911
buchanan,GA,33.8005,-85.1798
buchanan,NY,41.2632,-73.9450
buchanan,TN,36.4340,-88.2028
buchanan,ND,47.0626,-98.8290
buchanan dam,TX,30.8157,-98.4527
buchanan lake,TX,30.8602,-98.4343
buchtel,OH,39.4635,-82.1804
buck creek,IN,40.4875,-86.7622
buck grove,IA,41.9177,-95.3952
buck meadows,CA,37.8070,-120.0752
buck run,PA,40.7067,-76.3214
buckatunna,MS,31.5532,-88.5343
buckeye,AZ,33.4316,-112.6416
buckeye,IA,42.4195,-93.3758
buckeye lake,OH,39.9364,-82.4814
buckeystown,MD,39.3241,-77.4281
buckhall,VA,38.7156,-77.4470
buckhannon,WV,38.9927,-80.2282
buckhead,GA,31.8618,-81.2603
buckhead ridge,FL,27.1325,-80.8851
buckholts,TX,30.8740,-97.1289
buckhorn,CA,38.4548,-120.5323
buckhorn,NM,33.0315,-108.6944
buckhorn,PA,41.0204,-76.4932
buckhorn,KY,37.3466,-83.4698
buckingham,FL,26.6455,-81.7474
buckingham,IL,41.0471,-88.1749
buckingham courthouse,VA,37.5559,-78.5514
buckland,AK,65.9772,-161.1386
buckland,OH,40.6234,-84.2600
buckley,WA,47.1622,-122.0203
buckley,MI,44.5005,-85.6719
buckley,IL,40.5973,-88.0377
bucklin,MO,39.7840,-92.8881
bucklin,KS,37.5486,-99.6344
buckman,MN,45.8973,-94.0940
buckner,KY,38.3899,-85.4526
buckner,MO,39.1325,-94.1968
buckner,AR,33.3573,-93.4356
buckner,IL,37.9810,-89.0157
bucks,AL,31.0169,-88.0264
bucks lake,CA,39.8796,-121.1991
buckshot,AZ,32.7403,-114.4831
buckskin,IN,38.2255,-87.4148
bucksport,ME,44.5884,-68.7986
bucksport,SC,33.6690,-79.1169
bucoda,WA,46.7953,-122.8698
bucyrus,OH,40.8051,-82.9716
bucyrus,KS,38.7209,-94.7083
bucyrus,ND,46.0646,-102.7883
bud,WV,37.5248,-81.3805
buda,TX,30.0804,-97.8557
buda,IL,41.3290,-89.6793
budd lake,NJ,40.8735,-74.7368
bude,MS,31.4624,-90.8523
buell,MO,39.0324,-91.4407
buellton,CA,34.6155,-120.1942
buena,NJ,39.5292,-74.9452
buena,WA,46.4277,-120.3182
buena park,CA,33.8574,-118.0074
buena vista,VA,37.7293,-79.3581
buena vista,MI,43.4175,-83.9005
buena vista,CO,38.8320,-106.1387
buena vista,GA,32.3185,-84.5176
buena vista,CA,38.2975,-120.9174
buena vista,PR,17.9965,-66.0516
buena vista,PA,40.2777,-79.8005
buena vista,TX,26.2941,-98.6109
buenaventura lakes,FL,28.3334,-81.3522
buffalo,NY,42.8925,-78.8597
buffalo,MN,45.1795,-93.8640
buffalo,IA,41.4613,-90.7689
buffalo,TX,31.4589,-96.0662
buffalo,WY,44.3385,-106.7153
buffalo,SC,34.7244,-81.6844
buffalo,MO,37.6452,-93.0966
buffalo,IN,40.8894,-86.7361
buffalo,WI,44.2232,-91.8659
buffalo,KY,37.5070,-85.6990
buffalo,WV,38.6120,-81.9807
buffalo,OK,36.8294,-99.6377
buffalo,SD,45.5864,-103.5435
buffalo,OH,39.9169,-81.5204
buffalo,ND,46.9193,-97.5506
buffalo,IL,39.8499,-89.4091
buffalo,KS,37.7091,-95.6969
buffalo,AR,36.1691,-92.4379
buffalo center,IA,43.3894,-93.9428
buffalo gap,TX,32.2833,-99.8342
buffalo gap,SD,43.4922,-103.3153
buffalo grove,IL,42.1660,-87.9618
buffalo lake,MN,44.7368,-94.6170
buffalo prairie,IL,41.3409,-90.8482
buffalo soapstone,AK,61.6844,-149.1212
buffalo springs lake,TX,33.5337,-101.6976
buffington,PA,39.9300,-79.8391
buford,GA,34.1186,-83.9886
buford,SC,34.7480,-80.6285
buford,OH,39.0720,-83.8393
bug tussle,OK,35.0333,-95.6756
buhl,MN,47.4986,-92.7811
buhl,ID,42.5984,-114.7595
buhler,KS,38.1380,-97.7706
buies creek,NC,35.4079,-78.7432
bulger,PA,40.3766,-80.3230
bull creek,MO,36.7152,-93.2019
bull hollow,OK,36.3046,-94.9008
bull lake,MT,48.2295,-115.8526
bull mountain,OR,45.4126,-122.8320
bull run,VA,38.8398,-77.4898
bull run mountain estates,VA,38.9092,-77.6667
bull shoals,AR,36.3736,-92.5915
bull valley,IL,42.3235,-88.3609
bullard,TX,32.1442,-95.3175
bullhead,AZ,35.1274,-114.5560
bullhead,SD,45.7728,-101.0814
bulls gap,TN,36.2616,-83.0788
bulpitt,IL,39.5919,-89.4258
bulverde,TX,29.7745,-98.4350
buna,TX,30.4427,-93.9607
bunceton,MO,38.7897,-92.7987
bunch,OK,35.6989,-94.7402
buncombe,IL,37.4711,-88.9747
bunk foss,WA,47.9617,-122.0944
bunker,MO,37.4576,-91.2116
bunker hill,OR,43.3474,-124.2123
bunker hill,TX,29.7648,-95.5317
bunker hill,KS,38.8753,-98.6989
bunker hill,IL,39.0415,-89.9511
bunker hill,IN,40.6601,-86.1014
bunkerville,NV,36.7568,-114.1320
bunkie,LA,30.9537,-92.1881
bunn,NC,35.9577,-78.2524
bunnell,FL,29.4187,-81.3195
bunnlevel,NC,35.3065,-78.7591
bunola,PA,40.2336,-79.9505
buras,LA,29.3537,-89.5240
burbank,CA,34.1901,-118.3264
burbank,WA,46.1984,-118.9834
burbank,IL,41.7444,-87.7686
burbank,OH,40.9862,-81.9948
burbank,OK,36.6961,-96.7281
burbank,SD,42.7461,-96.8327
burchard,NE,40.1493,-96.3486
burchinal,IA,43.0648,-93.2785
burden,KS,37.3156,-96.7554
burdett,NY,42.4169,-76.8440
burdett,KS,38.1935,-99.5265
burdette,AR,35.8153,-89.9464
burdick,KS,38.5589,-96.8472
bureau junction,IL,41.2894,-89.3645
burfordville,MO,37.3677,-89.8098
burgaw,NC,34.5515,-77.9230
burgess,MO,37.5569,-94.6155
burgettstown,PA,40.3813,-80.3926
burgin,KY,37.7575,-84.7607
burgoon,OH,41.2674,-83.2507
burien,WA,47.4756,-122.3447
burkburnett,TX,34.0749,-98.5673
burke,VA,38.7777,-77.2626
burke,TX,31.2357,-94.7648
burke,SD,43.1828,-99.2923
burke,NY,44.9031,-74.1700
burke centre,VA,38.7912,-77.3006
burkesville,KY,36.7901,-85.3646
burket,IN,41.1549,-85.9687
burkettsville,OH,40.3529,-84.6427
burkeville,VA,37.1879,-78.1944
burkittsville,MD,39.3935,-77.6278
burleigh,NJ,39.0472,-74.8467
burleson,TX,32.5165,-97.3274
burley,ID,42.5374,-113.7913
burley,WA,47.4160,-122.6447
burlingame,CA,37.5900,-122.3633
burlingame,KS,38.7519,-95.8358
burlington,NC,36.0761,-79.4683
burlington,IA,40.8071,-91.1237
burlington,MA,42.5032,-71.2017
burlington,VT,44.4919,-73.2389
burlington,KY,39.0223,-84.7216
burlington,WI,42.6752,-88.2719
burlington,IL,42.0529,-88.5689
burlington,WA,48.4664,-122.3289
burlington,TX,31.0046,-96.9915
burlington,NJ,40.0788,-74.8525
burlington,KS,38.1933,-95.7454
burlington,CO,39.3042,-102.2714
burlington,ND,48.2572,-101.4146
burlington,OH,38.4115,-82.5262
burlington,WV,39.3370,-78.9222
burlington,WY,44.4471,-108.4320
burlington,MI,42.1038,-85.0775
burlington,IN,40.4820,-86.3946
burlington,PA,41.7841,-76.6073
burlington,OK,36.9002,-98.4234
burlington flats,NY,42.7403,-75.1843
burlington junction,MO,40.4466,-95.0667
burlison,TN,35.5569,-89.7846
burna,KY,37.2448,-88.3579
burnet,TX,30.7506,-98.2382
burnett,IN,39.5440,-87.2992
burnett,WI,43.5065,-88.7084
burnettown,SC,33.5211,-81.8647
burnettsville,IN,40.7612,-86.5947
burney,CA,40.8894,-121.6755
burney,IN,39.3181,-85.6398
burneyville,OK,33.8901,-97.2924
burnham,IL,41.6395,-87.5450
burnham,PA,40.6343,-77.5630
burns,OR,43.5883,-119.0613
burns,TN,36.0578,-87.3204
burns,WY,41.1909,-104.3590
burns,IN,38.8171,-86.8937
burns,KS,38.0897,-96.8877
burns flat,OK,35.3547,-99.1750
burns harbor,IN,41.6189,-87.1259
burnside,AZ,35.7534,-109.6248
burnside,KY,37.0043,-84.6437
burnside,PA,40.8124,-78.7980
burnsville,MN,44.7644,-93.2794
burnsville,MS,34.8320,-88.3187
burnsville,NC,35.9163,-82.2977
burnsville,WV,38.8555,-80.6527
burnt cabins,PA,40.0780,-77.8981
burnt mills,MD,39.0340,-76.9983
burnt prairie,IL,38.2509,-88.2583
burnt ranch,CA,40.8113,-123.5083
burnt store marina,FL,26.7671,-82.0514
burr,NE,40.5359,-96.2998
burr oak,MI,41.8474,-85.3239
burr oak,KS,39.8703,-98.3057
burr oak,IA,43.4580,-91.8619
burr ridge,IL,41.7479,-87.9201
burrows,IN,40.6772,-86.5092
burrton,KS,38.0238,-97.6714
burt,MI,43.2357,-83.9031
burt,IA,43.1991,-94.2213
burton,MI,43.0007,-83.6182
burton,SC,32.4248,-80.7406
burton,TX,30.1858,-96.6031
burton,OH,41.4688,-81.1493
burton,IL,39.9079,-91.2493
burton,NE,42.9119,-99.5919
burtons bridge,IL,42.2779,-88.2304
burtonsville,MD,39.1209,-76.9367
burtrum,MN,45.8658,-94.6874
burwell,NE,41.7800,-99.1342
busby,MT,45.5256,-106.9775
bush,IL,37.8419,-89.1299
bushland,TX,35.2029,-102.0590
bushnell,FL,28.6869,-82.1144
bushnell,IL,40.5516,-90.5047
bushnell,SD,44.3274,-96.6423
bushnell,NE,41.2327,-103.8911
bushong,KS,38.6428,-96.2567
bushton,KS,38.5123,-98.3960
bushyhead,OK,36.4617,-95.5052
bussey,IA,41.2054,-92.8843
busti,NY,42.0423,-79.2789
butler,AL,32.0965,-88.2108
butler,MO,38.2594,-94.3395
butler,GA,32.5572,-84.2373
butler,OK,36.5387,-94.7406
butler,PA,40.8616,-79.8962
butler,NJ,40.9978,-74.3470
butler,IN,41.4271,-84.8723
butler,OH,40.5902,-82.4202
butler,WI,43.1084,-88.0722
butler,TN,36.3571,-82.0356
butler,IL,39.1975,-89.5322
butler,SD,45.2620,-97.7116
butler,KY,38.7875,-84.3712
butler beach,FL,29.7989,-81.2648
butlertown,MD,39.2822,-76.0992
butlerville,IN,39.0326,-85.5129
butlerville,OH,39.3016,-84.0904
butner,NC,36.1343,-78.7407
butte,AK,61.5339,-148.9878
butte,NE,42.9130,-98.8474
butte,ND,47.8370,-100.6658
butte,ID,43.6070,-113.2407
butte creek canyon,CA,39.7445,-121.7071
butte des morts,WI,44.1063,-88.6573
butte falls,OR,42.5414,-122.5691
butte meadows,CA,40.0853,-121.5427
butte valley,CA,39.6688,-121.6459
butte-silver bow,MT,45.8962,-112.6601
butterfield,TX,31.8426,-106.0822
butterfield,MO,36.7460,-93.9040
butterfield,MN,43.9587,-94.7941
butterfield park,NM,32.4052,-106.6457
butternut,WI,46.0133,-90.4974
butters,NC,34.5665,-78.8511
butteville,OR,45.2524,-122.8345
buttonwillow,CA,35.4092,-119.4407
buttzville,NJ,40.8284,-75.0062
buxton,NC,35.2533,-75.5383
buxton,ND,47.6021,-97.0975
buzzards bay,MA,41.7542,-70.6163
byars,OK,34.8720,-97.0542
byers,CO,39.7094,-104.2128
byers,TX,34.0692,-98.1909
byers,KS,37.7879,-98.8671
byersville,NY,42.5839,-77.7915
byesville,OH,39.9741,-81.5462
byhalia,MS,34.8692,-89.6900
bylas,AZ,33.1277,-110.1149
byng,OK,34.8657,-96.6678
bynum,MT,47.9681,-112.3165
bynum,TX,31.9691,-97.0031
byram,MS,32.1921,-90.2870
byram,CT,41.0011,-73.6541
byram center,NJ,40.9322,-74.7126
byrdstown,TN,36.5736,-85.1342
byrnedale,PA,41.2927,-78.5023
byrnes mill,MO,38.4390,-90.5736
byromville,GA,32.2016,-83.9072
byron,GA,32.6495,-83.7480
byron,CA,37.8756,-121.6421
byron,IL,42.1218,-89.2668
byron,MN,44.0381,-92.6411
byron,WY,44.7967,-108.5085
byron,MI,42.8207,-83.9499
byron,OK,36.9014,-98.2944
byron,NE,40.0047,-97.7688
byron center,MI,42.8095,-85.7264
bystrom,CA,37.6194,-120.9813
búfalo,PR,18.4165,-66.5750
c-road,CA,39.7627,-120.5771
caballo,NM,32.9806,-107.3075
cabana colony,FL,26.8554,-80.0865
cabazon,CA,33.9127,-116.7828
caberfae,MI,44.2492,-85.7256
cabery,IL,40.9958,-88.2037
cabin john,MD,38.9740,-77.1638
cable,IL,41.2797,-90.5058
cable,WI,46.2011,-91.2937
cabo rojo,PR,18.0867,-67.1483
cabool,MO,37.1265,-92.1032
cabot,AR,34.9751,-92.0283
cabot,VT,44.4068,-72.3167
cabán,PR,18.4450,-67.1363
cacao,PR,18.4520,-66.9563
cache,UT,41.8287,-112.0057
cache,OK,34.6276,-98.6195
cactus,TX,36.0444,-102.0080
cactus flats,AZ,32.7605,-109.7213
cactus forest,AZ,32.9578,-111.3169
caddo,OK,34.1256,-96.2637
caddo gap,AR,34.4025,-93.6179
caddo mills,TX,33.0745,-96.2269
caddo valley,AR,34.1807,-93.0846
cade,LA,30.0926,-91.8996
cade lakes,TX,30.5151,-96.7734
cadillac,MI,44.2459,-85.4311
cadiz,OH,40.2566,-80.9926
cadiz,KY,36.8615,-87.8172
cadiz,IN,39.9509,-85.4869
cadott,WI,44.9498,-91.1538
cadwell,GA,32.3401,-83.0406
cadyville,NY,44.6985,-73.6534
caesars head,SC,35.1071,-82.6184
caguas,PR,18.2321,-66.0390
cahokia heights,IL,38.5721,-90.1553
cainsville,MO,40.4398,-93.7747
cairnbrook,PA,40.1246,-78.8189
cairo,GA,30.8792,-84.2055
cairo,IL,37.0063,-89.1829
cairo,NY,42.3052,-74.0118
cairo,NE,41.0048,-98.6006
cairo,WV,39.2073,-81.1537
cairo,MO,39.5112,-92.4410
cairo,OH,40.8308,-84.0845
cajah's mountain,NC,35.8507,-81.5362
cal-nev-ari,NV,35.2996,-114.8777
calabasas,CA,34.1343,-118.6665
calabash,NC,33.9081,-78.5438
calais,ME,45.1430,-67.2175
calamus,IA,41.8264,-90.7597
calcium,NY,44.0409,-75.8494
calcutta,OH,40.6894,-80.5499
caldwell,ID,43.6459,-116.6593
caldwell,TX,30.5298,-96.6997
caldwell,AR,35.0748,-90.8095
caldwell,NJ,40.8392,-74.2770
caldwell,KS,37.0349,-97.6088
caldwell,OH,39.7464,-81.5130
cale,AR,33.6279,-93.2328
caledonia,WI,42.7974,-87.8774
caledonia,MS,33.6836,-88.3260
caledonia,MN,43.6341,-91.5004
caledonia,NY,42.9755,-77.8571
caledonia,MI,42.7947,-85.5171
caledonia,IL,42.3686,-88.8939
caledonia,ND,47.4577,-96.8891
caledonia,OH,40.6364,-82.9695
caledonia,MO,37.7648,-90.7724
calera,AL,33.1223,-86.7456
calera,OK,33.9308,-96.4291
calexico,CA,32.6849,-115.4947
calhan,CO,39.0340,-104.3002
calhoun,GA,34.4998,-84.9331
calhoun,LA,32.5153,-92.3539
calhoun,MS,33.8593,-89.3146
calhoun,TN,35.3018,-84.7415
calhoun,MO,38.4681,-93.6239
calhoun,IL,38.6512,-88.0440
calhoun,KY,37.5403,-87.2590
calhoun falls,SC,34.0930,-82.5965
calico rock,AR,36.1220,-92.1259
caliente,NV,37.6458,-114.4929
califon,NJ,40.7195,-74.8369
california,CA,35.1466,-117.8693
california,MD,38.2976,-76.4921
california,PA,40.0667,-79.9120
california,MO,38.6303,-92.5671
california,KY,38.9184,-84.2636
california hot springs,CA,35.8876,-118.6550
california junction,IA,41.5602,-95.9948
california pines,CA,41.4138,-120.6653
california polytechnic state university,CA,35.3070,-120.6673
calimesa,CA,33.9874,-117.0542
calio,ND,48.6238,-98.9384
calion,AR,33.3284,-92.5402
calipatria,CA,33.1687,-115.4856
calistoga,CA,38.5814,-122.5827
callaghan,VA,37.8098,-80.0890
callahan,FL,30.5654,-81.8319
callao,MO,39.7624,-92.6233
callaway,FL,30.1304,-85.5486
callaway,MD,38.2339,-76.5289
callaway,NE,41.2914,-99.9203
callaway,MN,46.9812,-95.9173
callender,CA,35.0480,-120.5759
callender,IA,42.3616,-94.2955
callender lake,TX,32.3632,-95.6990
callensburg,PA,41.1257,-79.5577
callery,PA,40.7394,-80.0380
callicoon,NY,41.7659,-75.0579
callimont,PA,39.8012,-78.9216
callisburg,TX,33.6987,-97.0159
calmar,IA,43.1811,-91.8680
caln,PA,39.9971,-75.7829
calpella,CA,39.2337,-123.1938
calpine,CA,39.6634,-120.4393
calumet,IL,41.5965,-87.5386
calumet,PA,40.2189,-79.4892
calumet,MN,47.3220,-93.2642
calumet,OK,35.6014,-98.1248
calumet,IA,42.9450,-95.5514
calumet,MI,47.2477,-88.4534
calumet park,IL,41.6657,-87.6577
calvary,GA,30.7183,-84.3571
calvert,KY,37.0464,-88.3955
calvert,TX,30.9791,-96.6715
calvert,AL,31.1499,-88.0215
calvert beach,MD,38.4728,-76.4897
calverton,NY,40.9199,-72.7734
calverton,VA,38.6352,-77.6664
calverton,MD,39.0581,-76.9508
calverton park,MO,38.7652,-90.3116
calvin,LA,31.9617,-92.7758
calvin,OK,34.9664,-96.2499
calvin,ND,48.8518,-98.9380
calwa,CA,36.7135,-119.7609
calypso,NC,35.1546,-78.1044
calzada,PR,18.0055,-66.5643
camak,GA,33.4508,-82.6496
camanche,IA,41.7927,-90.2762
camanche,CA,38.2665,-120.9866
camanche north shore,CA,38.2442,-120.9539
camano,WA,48.1525,-122.4621
camargito,TX,26.3452,-98.7388
camargo,KY,37.9997,-83.8885
camargo,IL,39.7994,-88.1684
camargo,OK,36.0179,-99.2885
camarillo,CA,34.2218,-119.0322
